The report is generated by the program automatically!
At the end of each record line, the classification result is given.
If the record is classified successfully, it will be remarked as Correct.Otherwise, it will be remarked as Error.
Besides, any record with the '?' symbol is not classified.So it will be remarked as Unclassified.
Classification conclusion:
The test dataset size is 16281.Among all the records, there are 12338 records are classified successfully, 2722 records are misclassfied, 1221 records are unclassfied.
The classification accuracy is 81.93 %.
Classification details:
1 : 25, Private, 226802, 11th, 7, Never-married, Machine-op-inspct, Own-child, Black, Male, 0, 0, 40, United-States, <=50K. Correct
5826 : 32, Private, 257863, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 50, United-States, <=50K. Correct
5827 : 27, Private, 203697, Masters, 14, Never-married, Tech-support, Own-child, White, Male, 0, 0, 50, United-States, <=50K. Correct
5828 : 54, Private, 87205, HS-grad, 9, Separated, Adm-clerical, Not-in-family, White, Female, 0, 0, 45, United-States, <=50K. Correct
5829 : 66, Self-emp-not-inc, 195161, Prof-school, 15, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 20, ?, <=50K. Unclassified
5830 : 41, Private, 470486, 1st-4th, 2, Married-spouse-absent, Handlers-cleaners, Unmarried, White, Male, 0, 1719, 40, Mexico, <=50K. Correct
5831 : 46, Local-gov, 93557, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 3103, 0, 50, United-States, >50K. Correct
5832 : 39, Private, 107991, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, >50K. Correct
5833 : 51, Private, 63081, Assoc-acdm, 12, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 40, United-States, >50K. Correct
5834 : 26, Private, 73988, Some-college, 10, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K. Correct
5835 : 53, Private, 136080, HS-grad, 9, Divorced, Priv-house-serv, Not-in-family, White, Female, 0, 0, 50, United-States, <=50K. Correct
5836 : 38, State-gov, 49115, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 27, United-States, <=50K. Correct
5837 : 30, Private, 314649, HS-grad, 9, Married-spouse-absent, Farming-fishing, Unmarried, Asian-Pac-Islander, Male, 0, 0, 40, ?, <=50K. Unclassified
5838 : 18, Private, 166224, HS-grad, 9, Never-married, Other-service, Own-child, White, Female, 0, 0, 20, United-States, <=50K. Correct
5839 : 44, ?, 118484, Prof-school, 15, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 80, United-States, <=50K. Unclassified
5840 : 56, Local-gov, 291529, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K. Correct
5841 : 41, Self-emp-not-inc, 252392, 5th-6th, 3, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 96, Mexico, <=50K. Correct
5842 : 42, Private, 86912, Bachelors, 13, Divorced, Other-service, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K. Correct
5843 : 44, Private, 193537, 9th, 5, Never-married, Priv-house-serv, Unmarried, White, Female, 0, 0, 50, Puerto-Rico, <=50K. Correct
5844 : 33, Private, 83231, HS-grad, 9, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 40, United-States, <=50K. Correct
5845 : 43, Private, 325461, Some-college, 10, Divorced, Tech-support, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K. Correct
5846 : 21, Private, 36011, Some-college, 10, Never-married, Sales, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K. Correct
5847 : 45, Private, 274869, HS-grad, 9, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K. Correct
5848 : 38, Private, 178322, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 70, United-States, >50K. Correct
5849 : 38, Private, 67666, Masters, 14, Never-married, Exec-managerial, Not-in-family, Black, Female, 0, 0, 38, United-States, <=50K. Correct
5850 : 33, Private, 153005, 10th, 6, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K. Correct
5851 : 27, Private, 138269, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, >50K. Error
5852 : 33, Private, 265204, HS-grad, 9, Divorced, Machine-op-inspct, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K. Correct
5853 : 43, Private, 437318, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, >50K. Correct
5854 : 38, Private, 208109, Bachelors, 13, Divorced, Exec-managerial, Unmarried, White, Male, 0, 0, 50, United-States, <=50K. Correct
5855 : 50, Self-emp-not-inc, 91103, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 51, United-States, >50K. Correct
5856 : 57, State-gov, 388225, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K. Correct
5857 : 76, Self-emp-not-inc, 42162, HS-grad, 9, Widowed, Exec-managerial, Not-in-family, White, Female, 0, 0, 2, United-States, <=50K. Correct
5858 : 52, Self-emp-not-inc, 417227, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 70, United-States, <=50K. Error
5859 : 36, State-gov, 180220, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, <=50K. Error
5860 : 30, Private, 187560, Some-college, 10, Never-married, Sales, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K. Correct
5861 : 39, Private, 127573, HS-grad, 9, Never-married, Exec-managerial, Not-in-family, White, Female, 2202, 0, 45, United-States, <=50K. Correct
5862 : 51, Federal-gov, 68898, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K. Correct
5863 : 31, Private, 78662, HS-grad, 9, Separated, Sales, Unmarried, White, Female, 0, 0, 40, Mexico, <=50K. Correct
5864 : 56, Private, 158776, 11th, 7, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 55, United-States, <=50K. Correct
5865 : 28, Private, 164575, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K. Correct
5866 : 38, Private, 328301, Some-college, 10, Never-married, Sales, Unmarried, White, Female, 0, 0, 40, United-States, <=50K. Correct
5867 : 49, Private, 213897, Bachelors, 13, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male, 0, 0, 50, Japan, >50K. Correct
5868 : 40, Private, 230684, HS-grad, 9, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K. Correct
5869 : 23, Private, 381679, Some-college, 10, Never-married, Tech-support, Other-relative, White, Female, 0, 0, 40, United-States, <=50K. Correct
5870 : 44, Local-gov, 360884, Masters, 14, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 40, United-States, <=50K. Correct
5871 : 36, State-gov, 256992, Bachelors, 13, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States, >50K. Correct
5872 : 31, Private, 112115, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 40, United-States, <=50K. Correct
5873 : 24, Private, 113577, Some-college, 10, Never-married, Sales, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K. Correct
5874 : 35, Private, 189382, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 38, United-States, <=50K. Correct
5875 : 45, Private, 201080, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, >50K. Correct
5876 : 46, Private, 344415, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K. Correct
5877 : 57, Private, 201232, HS-grad, 9, Married-civ-spouse, Priv-house-serv, Husband, White, Male, 0, 0, 30, United-States, <=50K. Correct
5878 : 20, Private, 332194, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, Black, Male, 0, 0, 20, United-States, <=50K. Correct
5879 : 30, Private, 216864, 9th, 5, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 40, United-States, <=50K. Correct
5880 : 60, Private, 290922, HS-grad, 9, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 27, United-States, <=50K. Correct
5881 : 42, Local-gov, 223548, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K. Correct
5882 : 25, Private, 109419, Some-college, 10, Never-married, Exec-managerial, Not-in-family, White, Female, 8614, 0, 45, United-States, >50K. Error
5883 : 27, Private, 135296, Bachelors, 13, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 40, United-States, >50K. Correct
5884 : 59, State-gov, 100270, Masters, 14, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 60, United-States, <=50K. Error
5885 : 18, Private, 99497, 12th, 8, Never-married, Other-service, Own-child, Other, Female, 0, 0, 30, United-States, <=50K. Correct
5886 : 26, ?, 223665, HS-grad, 9, Divorced, ?, Unmarried, White, Female, 0, 0, 84, United-States, <=50K. Unclassified
5887 : 48, Self-emp-inc, 341762, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K. Correct
5888 : 41, Private, 236483, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K. Correct
5889 : 20, ?, 311570, HS-grad, 9, Married-civ-spouse, ?, Other-relative, White, Female, 0, 0, 32, United-States, <=50K. Unclassified
5890 : 36, Private, 588739, Bachelors, 13, Divorced, Sales, Not-in-family, White, Female, 0, 0, 40, India, <=50K. Correct
5891 : 44, Self-emp-inc, 79521, Bachelors, 13, Married-civ-spouse, Farming-fishing, Husband, White, Male, 15024, 0, 55, United-States, >50K. Correct
5892 : 36, Private, 327435, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K. Correct
5893 : 32, Private, 229636, Assoc-acdm, 12, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 5013, 0, 60, United-States, <=50K. Error
5894 : 26, Private, 124483, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 25, India, <=50K. Correct
5895 : 58, Private, 218764, Assoc-voc, 11, Widowed, Prof-specialty, Unmarried, White, Female, 0, 0, 45, United-States, <=50K. Correct
5896 : 39, State-gov, 178100, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K. Correct
5897 : 19, ?, 197057, Some-college, 10, Never-married, ?, Own-child, Black, Male, 0, 0, 30, United-States, <=50K. Unclassified
5898 : 39, Private, 191161, HS-grad, 9, Separated, Craft-repair, Unmarried, White, Male, 0, 0, 55, United-States, <=50K. Correct
5899 : 65, Private, 266828, HS-grad, 9, Widowed, Craft-repair, Not-in-family, White, Male, 1848, 0, 40, United-States, <=50K. Correct
5900 : 29, Private, 251526, Some-college, 10, Married-civ-spouse, Tech-support, Wife, White, Female, 0, 0, 20, United-States, <=50K. Correct
5901 : 22, ?, 145964, HS-grad, 9, Never-married, ?, Unmarried, White, Male, 0, 0, 40, United-States, <=50K. Unclassified
5902 : 23, Private, 307149, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 25, United-States, <=50K. Correct
5903 : 36, Private, 37238, Bachelors, 13, Never-married, Tech-support, Not-in-family, White, Male, 0, 0, 42, United-States, <=50K. Correct
5904 : 32, Private, 129020, Bachelors, 13, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K. Error
5905 : 30, Private, 209432, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States, <=50K. Correct
5906 : 38, Private, 139364, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 40, United-States, >50K. Error
5907 : 25, Federal-gov, 169124, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K. Error
5908 : 41, Private, 116391, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K. Correct
5909 : 31, Private, 176025, HS-grad, 9, Never-married, Tech-support, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K. Correct
5910 : 66, Self-emp-not-inc, 44712, HS-grad, 9, Married-civ-spouse, Craft-repair, Wife, White, Female, 0, 0, 15, United-States, <=50K. Correct
5911 : 35, Self-emp-not-inc, 190759, Some-college, 10, Divorced, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K. Correct
5912 : 36, Private, 185692, 7th-8th, 4, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 35, United-States, <=50K. Correct
5913 : 17, Private, 80576, 10th, 6, Never-married, Other-service, Own-child, White, Female, 0, 0, 16, United-States, <=50K. Correct
5914 : 31, Private, 282173, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, Mexico, <=50K. Error
5915 : 20, Private, 187158, HS-grad, 9, Never-married, Machine-op-inspct, Own-child, White, Female, 0, 0, 40, United-States, <=50K. Correct
5916 : 25, Private, 214468, Bachelors, 13, Never-married, Sales, Own-child, White, Female, 0, 0, 40, United-States, <=50K. Correct
5917 : 59, Self-emp-not-inc, 185410, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 70, United-States, <=50K. Error
5918 : 37, Private, 87757, Assoc-acdm, 12, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K. Correct
5919 : 42, Private, 449578, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 48, United-States, >50K. Correct
5920 : 31, Private, 309028, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K. Correct
5921 : 32, Private, 155293, 12th, 8, Divorced, Sales, Not-in-family, White, Female, 0, 1762, 45, United-States, <=50K. Correct
5922 : 46, Private, 32825, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 60, United-States, <=50K. Error
5923 : 36, Private, 216845, 1st-4th, 2, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, Mexico, <=50K. Correct
5924 : 45, State-gov, 149640, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 38, United-States, >50K. Correct
5925 : 19, State-gov, 140985, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 20, United-States, <=50K. Correct
5926 : 38, Private, 218188, Assoc-acdm, 12, Never-married, Other-service, Own-child, White, Female, 0, 0, 25, United-States, <=50K. Correct
5927 : 27, State-gov, 187327, HS-grad, 9, Separated, Protective-serv, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K. Correct
5928 : 33, Private, 182511, Assoc-voc, 11, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K. Correct
5929 : 55, Self-emp-not-inc, 157639, 9th, 5, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 58, United-States, <=50K. Error
5930 : 46, Local-gov, 258498, Masters, 14, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 40, United-States, <=50K. Correct
5931 : 29, Private, 87632, 11th, 7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K. Correct
5932 : 22, Private, 228394, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 36, United-States, <=50K. Correct
5933 : 59, State-gov, 200732, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, 0, 0, 50, Philippines, >50K. Correct
5934 : 36, Private, 49657, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K. Correct
5935 : 27, Local-gov, 106179, Bachelors, 13, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female, 0, 0, 50, United-States, <=50K. Correct
5936 : 21, Private, 135267, Assoc-acdm, 12, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 36, United-States, <=50K. Correct
5937 : 65, ?, 486436, Some-college, 10, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 45, United-States, >50K. Unclassified
5938 : 29, Private, 69757, Bachelors, 13, Divorced, Exec-managerial, Other-relative, White, Female, 0, 0, 50, United-States, <=50K. Correct
5939 : 53, Private, 190319, Bachelors, 13, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male, 0, 1485, 40, Thailand, >50K. Correct
5940 : 20, Private, 188409, Some-college, 10, Never-married, Transport-moving, Not-in-family, White, Male, 0, 0, 60, United-States, <=50K. Correct
5941 : 54, Private, 181246, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K. Error
5942 : 32, Private, 103573, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K. Error
5943 : 18, Private, 180725, 11th, 7, Never-married, Other-service, Own-child, White, Male, 0, 0, 16, United-States, <=50K. Correct
5944 : 26, State-gov, 34862, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male, 0, 0, 38, ?, <=50K. Unclassified
5945 : 55, Self-emp-inc, 275236, Assoc-voc, 11, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 48, United-States, >50K. Correct
5946 : 40, Self-emp-not-inc, 76487, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K. Correct
5947 : 37, Federal-gov, 75073, Assoc-acdm, 12, Never-married, Protective-serv, Not-in-family, Black, Male, 0, 0, 42, United-States, <=50K. Correct
5948 : 23, Private, 231929, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K. Correct
5949 : 45, Private, 186410, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, Male, 0, 0, 38, United-States, <=50K. Correct
5950 : 42, Self-emp-not-inc, 344624, Doctorate, 16, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 99, United-States, >50K. Correct
5951 : 66, Private, 97847, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 38, United-States, <=50K. Error
5952 : 30, Private, 387521, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 7298, 0, 40, United-States, >50K. Correct
5953 : 25, ?, 193511, Bachelors, 13, Never-married, ?, Own-child, White, Female, 0, 0, 35, El-Salvador, <=50K. Unclassified
5954 : 20, Private, 325033, 12th, 8, Never-married, Other-service, Own-child, Black, Male, 0, 0, 35, United-States, >50K. Error
5955 : 37, Private, 285637, HS-grad, 9, Never-married, Transport-moving, Not-in-family, Black, Male, 0, 0, 50, United-States, <=50K. Correct
5956 : 20, Private, 186014, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 38, United-States, <=50K. Correct
5957 : 27, Private, 203160, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K. Correct
5958 : 20, ?, 190290, Some-college, 10, Never-married, ?, Own-child, White, Male, 0, 0, 35, United-States, <=50K. Unclassified
5959 : 33, Private, 219553, Assoc-acdm, 12, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, <=50K. Error
5960 : 53, Private, 290882, 7th-8th, 4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, Mexico, <=50K. Correct
5961 : 54, Private, 133403, 9th, 5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 1902, 35, United-States, <=50K. Correct
5962 : 33, Private, 150154, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K. Error
5963 : 22, Private, 203076, 10th, 6, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K. Correct
5964 : 39, Private, 158592, Some-college, 10, Never-married, Sales, Own-child, White, Male, 0, 0, 40, United-States, <=50K. Correct
5965 : 23, Federal-gov, 215115, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 25, United-States, <=50K. Correct
5966 : 20, Private, 117476, Some-college, 10, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, United-States, <=50K. Correct
5967 : 19, Private, 159269, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 18, United-States, <=50K. Correct
5968 : 24, Private, 189924, Assoc-voc, 11, Never-married, Exec-managerial, Own-child, White, Female, 0, 0, 60, United-States, <=50K. Correct
5969 : 32, Local-gov, 226296, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K. Correct
5970 : 38, Private, 103886, Some-college, 10, Divorced, Other-service, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K. Correct
5971 : 34, Federal-gov, 148508, Some-college, 10, Divorced, Tech-support, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K. Correct
5972 : 39, Private, 79586, Some-college, 10, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male, 0, 0, 35, India, >50K. Correct
5973 : 40, ?, 95049, Assoc-voc, 11, Separated, ?, Own-child, White, Female, 0, 0, 40, ?, <=50K. Unclassified
5974 : 45, Self-emp-inc, 192835, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, >50K. Correct
5975 : 21, Private, 316184, HS-grad, 9, Never-married, Other-service, Other-relative, Black, Male, 0, 0, 40, United-States, <=50K. Correct
5976 : 49, Private, 132476, Doctorate, 16, Divorced, Tech-support, Unmarried, White, Male, 7430, 0, 40, United-States, >50K. Correct
5977 : 44, Private, 76487, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K. Correct
5978 : 18, Private, 302712, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 35, United-States, <=50K. Correct
5979 : 42, Private, 225193, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K. Error
5980 : 49, Private, 102092, 11th, 7, Widowed, Craft-repair, Not-in-family, White, Male, 2174, 0, 40, United-States, <=50K. Correct
5981 : 51, Private, 173754, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, >50K. Error
5982 : 20, Private, 38238, 11th, 7, Never-married, Other-service, Own-child, White, Male, 0, 0, 25, United-States, <=50K. Correct
5983 : 41, Private, 212027, 11th, 7, Married-civ-spouse, Craft-repair, Husband, Black, Male, 0, 0, 40, United-States, <=50K. Correct
5984 : 25, Private, 173593, Some-college, 10, Never-married, Exec-managerial, Own-child, White, Male, 0, 0, 75, United-States, <=50K. Correct
5985 : 27, Local-gov, 132718, HS-grad, 9, Never-married, Transport-moving, Own-child, Black, Male, 0, 0, 40, United-States, <=50K. Correct
5986 : 23, Private, 103588, HS-grad, 9, Never-married, Other-service, Own-child, White, Male, 0, 0, 40, United-States, <=50K. Correct
5987 : 37, Local-gov, 75387, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K. Correct
5988 : 22, Private, 38444, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 10, United-States, <=50K. Correct
5989 : 21, Private, 35603, HS-grad, 9, Never-married, Protective-serv, Not-in-family, Black, Male, 0, 0, 11, United-States, <=50K. Correct
5990 : 24, Private, 588484, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, White, Male, 594, 0, 40, United-States, <=50K. Correct
5991 : 62, ?, 191118, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 40, United-States, <=50K. Unclassified
5992 : 70, ?, 88638, HS-grad, 9, Married-civ-spouse, ?, Wife, White, Female, 0, 0, 8, United-States, <=50K. Unclassified
5993 : 61, Private, 27086, HS-grad, 9, Divorced, Transport-moving, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K. Correct
5994 : 63, Private, 184319, Some-college, 10, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 24, United-States, <=50K. Correct
5995 : 31, Private, 307375, Some-college, 10, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female, 0, 0, 40, United-States, <=50K. Correct
5996 : 17, Private, 93511, 11th, 7, Never-married, Sales, Own-child, White, Female, 0, 0, 15, United-States, <=50K. Correct
5997 : 23, Private, 32950, Some-college, 10, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, United-States, <=50K. Correct
5998 : 40, Private, 313945, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K. Error
5999 : 47, Local-gov, 275517, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 72, United-States, <=50K. Correct
6000 : 55, Private, 132145, 9th, 5, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 45, United-States, <=50K. Correct
6001 : 37, Self-emp-not-inc, 377798, Some-college, 10, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K. Correct
6002 : 48, Private, 198000, Bachelors, 13, Never-married, Sales, Other-relative, White, Female, 0, 0, 38, United-States, >50K. Error
6003 : 67, Private, 166591, HS-grad, 9, Divorced, Priv-house-serv, Unmarried, Black, Female, 1848, 0, 99, United-States, <=50K. Correct
6004 : 72, Self-emp-not-inc, 117030, Some-college, 10, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K. Correct
6005 : 31, Local-gov, 275369, Some-college, 10, Never-married, Protective-serv, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K. Correct
6006 : 24, Private, 300584, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, <=50K. Correct
6007 : 27, Local-gov, 230997, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 45, United-States, <=50K. Correct
6008 : 32, Private, 73199, 12th, 8, Never-married, Farming-fishing, Own-child, Asian-Pac-Islander, Male, 0, 0, 40, Philippines, <=50K. Correct
6009 : 61, Private, 362068, Assoc-acdm, 12, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K. Correct
6010 : 34, Private, 162604, HS-grad, 9, Never-married, Craft-repair, Other-relative, Black, Male, 0, 0, 40, United-States, <=50K. Correct
6011 : 40, Private, 86143, Assoc-voc, 11, Married-civ-spouse, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male, 0, 0, 40, Philippines, <=50K. Correct
6012 : 39, Private, 116477, Assoc-voc, 11, Divorced, Tech-support, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K. Correct
6013 : 49, Self-emp-not-inc, 102308, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 15024, 0, 35, United-States, >50K. Correct
6014 : 57, Self-emp-inc, 199067, 7th-8th, 4, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 90, Greece, >50K. Correct
6015 : 47, Private, 205100, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 45, United-States, >50K. Correct
6016 : 38, Private, 127493, Assoc-acdm, 12, Widowed, Sales, Unmarried, White, Female, 0, 0, 35, United-States, <=50K. Correct
6017 : 77, Self-emp-not-inc, 34761, 7th-8th, 4, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, United-States, <=50K. Correct
6018 : 20, Private, 221480, Some-college, 10, Never-married, Tech-support, Unmarried, White, Female, 0, 0, 8, United-States, <=50K. Correct
6019 : 37, Self-emp-not-inc, 216473, 10th, 6, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 30, United-States, <=50K. Correct
